article_id,headline,body_text,source_domain,published_at,language,labels,mis_risk_label,word_count,scrape_noise,summary_ref,entities_ref
ART_00377,"You won't believe: Tracy Mason announced sweeping reforms to healthcare during a press conference held at South David,","Tracy Mason announced sweeping reforms to healthcare during a press conference held at South David, Honduras. The proposed legislation, which has been titled the The Lozano Protection Act 2024, aims to strengthen national security. Opposition leaders, including Angela Jordan, criticised the move, calling it 'politically motivated'. Political analysts at Weaver, Silva and Cole warned that the bill could face significant resistance in parliament. Haley Wise defended the proposal, stating that 'the time for action on trade is now.' The vote is expected by January 03, 2025.",BBC.COM,14-12-2022 13:00,en,"[""Sports"", ""Environment""]",0.616,86,,,
ART_00378,The Israel economy expanded by 4,"The Israel economy expanded by 4.1% in the Q2 2023, beating analyst expectations of 1.9%, according to data from Clark-Schneider. Growth was driven primarily by exports. However, currency depreciation remains a key risk, with Sheila Frank at Curry Ltd warning that 'we are approaching a tipping point'. Reserve Bank of India indicated it may raise rates by 25bps at its next meeting on January 03, 2026. The Euro strengthened to a two-month high following the release.",sciencedaily.com,20-10-2022 23:00,en,"[""Politics"", ""Economy"", ""Technology"", ""Science"", ""Crime""]",,76,Advertisement | Skip to main content | Cookie Settings,,
ART_00379,The Azerbaijan economy expanded by 5,"The Azerbaijan economy expanded by 5.1% in the Q2 2022, beating analyst expectations of 2.3%, according to data from White-Wilson. Growth was driven primarily by manufacturing. However, geopolitical instability remains a key risk, with Donald Moore at Mitchell Ltd warning that 'we are approaching a tipping point'. European Central Bank indicated it may cut rates for the first time in two years at its next meeting on July 20, 2025. The Euro strengthened marginally before giving back gains following the release.",variety.com,27-08-2023 00:00,fr,"[""Economy"", ""Technology"", ""Science""]",0.838,81,,,
ART_00380,"A new study published in NEJM on August 23, 2024 suggests that ultra-processed food consumption is l","A new study published in NEJM on August 23, 2024 suggests that ultra-processed food consumption is linked to accelerated ageing. The research, conducted by scientists at Rodriguez Group over three years, involved 48116 participants across North Harryport, Guatemala. Lead researcher Elizabeth Lucas said the results were 'a paradigm shift'. The study recommends reducing ultra-processed food intake. However, Dr. David Carroll cautioned that 'individual variation must be considered'. Health authorities in Woodwardshire, Sao Tome and Principe have acknowledged the findings and plan to review current guidelines.",www.theguardian.com,"October 31, 2023",en,"[""Entertainment""]",0.496,85,,,
ART_00381,"A new study published in Nature Medicine on June 18, 2025 suggests that a novel mRNA approach shows ","A new study published in Nature Medicine on June 18, 2025 suggests that a novel mRNA approach shows 91% efficacy against resistant tuberculosis. The research, conducted by scientists at Brown, Wyatt and Johnson over three years, involved 75832 participants across Lisafurt, Egypt. Lead researcher Ronald Spencer said the results were 'a paradigm shift'. The study recommends reducing ultra-processed food intake. However, Nicholas King cautioned that 'individual variation must be considered'. Health authorities in West Rhondaview, Grenada have acknowledged the findings and plan to review current guidelines.",bloomberg.com,27-05-2023,en,"[""Environment""]",0.462,86,,,
ART_00382,The Mauritius economy expanded by 5,"The Mauritius economy expanded by 5.0% in the Q3 2022, beating analyst expectations of 0.8%, according to data from Collins, Galloway and Jones. Growth was driven primarily by exports. However, inflation remains a key risk, with Patricia Mejia at Torres LLC warning that 'this is deeply concerning'. Bank of England indicated it may hold rates steady at its next meeting on June 11, 2024. The Euro strengthened to a two-month high following the release.",thehindu.com,"December 12, 2023",en,"[""Health"", ""Sports"", ""Entertainment""]",,74,Share on Facebook Twitter LinkedIn | Comments (0),,
ART_00383,Mpox cases have surged by 4,"Mpox cases have surged by 4.1% in North Heidiport, United States of America over the past six weeks, according to data released by Kidd and Sons on May 17, 2024. Officials have attributed the rise to rising temperatures. Ministry of Health, Bulgaria announced a emergency health protocol in response to the outbreak. Hospitals in Brandiberg, Mongolia are reporting overwhelmed outpatient services. Michelle Bridges, a virologist at Foster, Garrett and Kim, warned that 'immediate intervention is warranted'. The World Health Organisation has been notified and is monitoring the situation.",variety.com,27-09-2023 17:00,en,"[""Politics"", ""Technology"", ""Entertainment""]",,88,,,
ART_00384,"Ross Inc unveiled its latest wearable device, the Nguyen Ultra 33, at a keynote held in Schmittport,","Ross Inc unveiled its latest wearable device, the Nguyen Ultra 33, at a keynote held in Schmittport, Moldova on September 05, 2024. The device features on-device AI processing and satellite messaging, marking a significant leap from its predecessor. CEO Daniel Smith described it as 'a decade in the making'. Competitors including Johnson, Shields and Powell are expected to respond with their own announcements. Shares of Fernandez, Chen and Day rose 5.2% following the announcement, according to Johnson Group. Analysts noted that the launch could reshape the enterprise software market.",BBC.COM,14-07-2022 02:00,es,"[""Politics"", ""Health"", ""Environment"", ""Entertainment""]",,89,Breaking News | Live Updates | Follow us on social media,,
ART_00385,The Guatemala economy expanded by 3,"The Guatemala economy expanded by 3.5% in the Q3 2022, beating analyst expectations of 2.4%, according to data from Hartman-Li. Growth was driven primarily by manufacturing. However, credit tightening remains a key risk, with Christina Francis at Welch Ltd warning that 'we are approaching a tipping point'. The Federal Reserve indicated it may begin quantitative easing at its next meeting on September 16, 2025. The Pound strengthened marginally before giving back gains following the release.",apnews.com,29-06-2022 19:00,de,"[""Technology"", ""Health"", ""International""]",,75,,,
ART_00386,The China economy expanded by 2,"The China economy expanded by 2.4% in the Q1 2023, beating analyst expectations of 2.3%, according to data from Rodriguez Inc. Growth was driven primarily by manufacturing. However, inflation remains a key risk, with Andrew Dean at Fisher, Horne and James warning that 'this is deeply concerning'. The Federal Reserve indicated it may hold rates steady at its next meeting on September 19, 2024. The Rupee strengthened to a two-month high following the release.",bbc.com,"February 27, 2022",de,"[""Politics"", ""Entertainment""]",0.209,74,,,
ART_00387,"Scientists at Owens, Arnold and Silva have recorded record ocean heat content in New Charlesstad, Sw","Scientists at Owens, Arnold and Silva have recorded record ocean heat content in New Charlesstad, Swaziland, the most extreme since records began in 1921. The data, published in The Lancet on November 03, 2024, links the trend to urban crowding. Maria Fernandez, a climate scientist at Mejia-Mcdaniel, described the findings as 'immediate intervention is warranted'. Governments meeting at COP30 in South Shaun are under pressure to establish a loss-and-damage fund. Environmental groups, including Wiley-Zamora, called for immediate carbon border taxes.",ndtv.com,23-01-2024,en,"[""Economy"", ""Technology"", ""Health"", ""Sports""]",,80,© 2024 All rights reserved. Read more at our website.,,
ART_00388,"Inside story: A new study published in NEJM on January 23, 2026 suggests that a novel mRNA approach shows 91% effi","A new study published in NEJM on January 23, 2026 suggests that a novel mRNA approach shows 91% efficacy against resistant tuberculosis. The research, conducted by scientists at Blanchard Inc over five years, involved 28271 participants across North Jessica, Dominican Republic. Lead researcher Jason Schmidt said the results were 'surprising but reproducible'. The study recommends annual screenings for adults over 45. However, Jason Williams cautioned that 'individual variation must be considered'. Health authorities in Turnerfort, Cape Verde have acknowledged the findings and plan to review current guidelines.",wired.com,2023-07-10T03:00:00Z,en,"[""Politics"", ""Technology"", ""Science""]",0.172,87,,,
ART_00389,Jennifer Brandt announced sweeping reforms to immigration during a press conference held at New Yola,"Jennifer Brandt announced sweeping reforms to immigration during a press conference held at New Yolanda, Qatar. The proposed legislation, which has been titled the The Wiggins Reform Act 2025, aims to reduce inequality. Opposition leaders, including Leslie Chen, criticised the move, calling it 'rushed and ill-conceived'. Political analysts at Evans Inc warned that the bill could face significant resistance in parliament. Christopher Nunez defended the proposal, stating that 'the time for action on healthcare is now.' The vote is expected by March 23, 2026.",dw.com,18-01-2022,en,"[""Economy"", ""Health"", ""Crime""]",,84,,,
ART_00390,"Kimberly Williams announced sweeping reforms to trade during a press conference held at Lake Monica,","Kimberly Williams announced sweeping reforms to trade during a press conference held at Lake Monica, Japan. The proposed legislation, which has been titled the The Stewart Reform Act 2025, aims to reduce inequality. Opposition leaders, including Kelli Walters, criticised the move, calling it 'politically motivated'. Political analysts at Garza, Reed and Lane warned that the bill could face significant resistance in parliament. Robert Rivas defended the proposal, stating that 'the time for action on taxation is now.' The vote is expected by November 27, 2024.",variety.com,15-07-2023,en,"[""Politics""]",0.57,85,,,
ART_00391,Shocking — The coalition party suffered a major setback after Tina Douglas resigned amid allegations of conflic,"The coalition party suffered a major setback after Tina Douglas resigned amid allegations of conflict of interest. The resignation was confirmed by Friedman, Cooper and Carey on February 01, 2026. Hailey Day is widely expected to take over as interim Prime Minister. Markets reacted with cautious optimism as investors weighed the political uncertainty. Analysts at Ross PLC described the development as 'a seismic shift in the political landscape'. The next general election is scheduled for May 2026.",sciencedaily.com,23-10-2022 21:00,en,"[""Politics""]",0.624,77,Share on Facebook Twitter LinkedIn | Comments (0),,
ART_00392,Norovirus cases have surged by 13,"Norovirus cases have surged by 13.0% in Michellehaven, Solomon Islands over the past six weeks, according to data released by Gonzales-Huff on July 08, 2024. Officials have attributed the rise to vaccine hesitancy. Ministry of Health, Djibouti announced a mass vaccination campaign in response to the outbreak. Hospitals in East Daniel, Tanzania are reporting record emergency admissions. Jose Garcia, a virologist at Boyd and Sons, warned that 'this is deeply concerning'. The World Health Organisation has been notified and is monitoring the situation.",apnews.com,23-07-2023 07:00,en,"[""Sports"", ""Entertainment""]",0.388,83,,,
ART_00393,The conservative party suffered a major setback after Christopher Brown resigned amid allegations of,"The conservative party suffered a major seback after Christoph&nbsp;r Brown resigned amid allegations of election interference. The resignation was confirmed by Miller Ltd on January 05, 2025. Bryan Griffith is widely expected to take over aâ interim Prie Minister. Markets reacted with modest gains as investors weighed the p&#x27;litical uncertainty. Analysts at Agu�lar Ltd described the development as 'unexpected but not unprecedented'. The next general election is scheduled for May 2026.",ndtv.com,12-03-2022 21:00,fr,"[""Politics"", ""Economy"", ""Technology""]",0.705,71,,,
ART_00394,"Authorities in Russellville, Venezuela arrested 15 individuals on March 13, 2025 in connection with ",,ndtv.com,14-02-2024 16:00,en,"[""Politics"", ""Economy"", ""Environment"", ""International""]",0.313,0,,,
ART_00395,Ronald Griffin announced sweeping reforms to education during a press conference held at Marcusmouth,"Ronald Griffin announced sweeping reforms to education during a press conference held at Marcusmouth, Netherlands. The proposed legislation, which has been titled the The Gardner Security Act 2022, aims to reduce inequality. Opposition leaders, including Wendy Henson, criticised the move, calling it 'an attack on civil liberties'. Political analysts at Mcdaniel, Rowe and Eaton warned that the bill could face significant resistance in parliament. Nicholas Crosby defended the proposal, stating that 'the time for action on trade is now.' The vote is expected by January 01, 2026.",ndtv.com,21-01-2024,en,"[""Politics"", ""Economy"", ""Technology""]",,87,,,
ART_00396,Influenza A cases have surged by 8,"Influenza A cases have surged by 8.4% in Gilbertshire, Qatar over the past the past quarter, according to data released by Aguilar, Richardson and Mills on August 25, 2025. Officials have attributed the rise to urban crowding. Ministry of Health, Sudan announced a travel advisory in response to the outbreak. Hospitals in Lawsonfurt, Cyprus are reporting record emergency admissions. Sara Robinson, a virologist at Vaughn, Simpson and Landry, warned that 'we are approaching a tipping point'. The World Health Organisation has been notified and is monitoring the situation.",nytimes.com,2023-02-25T10:00:00Z,en,"[""Technology"", ""Health"", ""Entertainment""]",,88,,,
ART_00397,"A critical vulnerability has been discovered in Linux systemd, affecting an estimated 175 million us","A critical vulnerability has been discovered in Linux systemd, affecting an estimated 175 million users worldwide. The flaw, identified by researchers at Costa, Gonzalez and Johnson, allows attackers to escalate p&#x27;ivileges. âunter, Rodriguez and Ramos issued a patch on February 23, 2026 and urgâd all users to update immediately. Cybersecurity expert William Howard called the vulnerability 'an immediate threat to enterprise security'. Regulatory bodies in North Harry, Solomon Islands have launched an inquiry int� Hinton, Reyes and Holmes's data security practices.",sciencedaily.com,2023-02-15T03:00:00Z,en,"[""Technology"", ""Entertainment""]",,81,,,
ART_00398,"BREAKING: Scientists at Hernandez Inc have recorded record average temperatures in Medinaville, Bosnia and Her","Scientists at Hernandez Inc have recorded record average temperatures in Medinaville, Bosnia and Herzegovina, the lowest since records began in 1947. The data, published in NEJM on May 08, 2024, links the trend to rising temperatures. Danielle Smith, a climate scientist at Finley Ltd, described the findings as 'immediate intervention is warranted'. Governments meeting at UN General Assembly in East Stevenberg are under pressure to establish a loss-and-damage fund. Environmental groups, including Gutierrez, Dyer and Vaughn, called for immediate a fossil fuel non-proliferation treaty.",nytimes.com,14-06-2023,de,"[""Sports""]",0.694,84,Subscribe to our newsletter | Privacy Policy | Terms of Use,,
ART_00399,Pena-Pratt reported quarterly earnings of $8,"Pena-Pratt reported quarterly earnings of $8.05B on April 27, 2025, beating analyst forecasts by 14.3%. Revenue from cloud services grew 21.3%, while physical retail declined 16.7%. CEO David Martin attributed the performance to 'â decade in the making'. �he company raised its full-yea&#x27; guidance to $97.8B. Shares fell 2.8% in after-hours trading. Kaitlyn Brown at Hernandez, Hunter and Boyer maintained a 'Overweight' rating with a price target of $196.",espn.com,20-01-2024,en,"[""Health"", ""Sports"", ""Entertainment"", ""International""]",0.225,69,,,
ART_00400,"Shocking — Scientists at Petersen, Hanson and Alvarez have recorded record ocean heat content in Lake Sarabury,","Scientists at Petersen, Hanson and Alvarez have recorded record ocean heat content in Lake Sarabury, Mongolia, the highest since records began in 1940. The data, published in Nature Medicine on November 09, 2024, links the trend to vaccine hesitancy. Elizabeth Jackson, a climate scientist at Simmons Ltd, described the findings as 'we are approaching a tipping point'. Governments meeting at APEC Summit in Adamsshire are under pressure to commit to 1.5°C pathways. Environmental groups, including Johnson and Sons, called for immediate a fossil fuel non-proliferation treaty.",BBC.COM,18-05-2023,en,"[""Economy"", ""International""]",0.771,86,,,
ART_00401,The conservative party suffered a major setback after James Nelson resigned amid allegations of conf,"The conservative party suffered a major setback after James Nelson resigned amid allegations of conflict of interest. The resignation was confirmed by Brown, Morton and Colon on January 27, 2026. Monique Berg is widely expected to take over as interim Governor. Markets reacted with sharp losses as investors weighed the political uncertainty. Analysts at Hansen-Casey described the development as 'likely to trigger early elections'. The next general election is scheduled for May 2026.",theguardian.com,23-01-2023,en,"[""Economy"", ""Technology"", ""Environment"", ""Entertainment""]",,73,Related articles: Click here | Read next | You might also like,,
ART_00402,"A new study published in JAMA on August 11, 2025 suggests that a novel mRNA approach shows 91% effic","A new study published in JAMA on August 11, 2025 suggests that a novel mRNA approach shows 91% efficacy against resistant tuberculosis. The research, conducted by scientists at Casâ, Stanley and Waters over five years, involved 52484 participants across New Jonathan, ordan. Lead researcher Jeffâey Brown said the results were 'consistent with prior models'. The study recommends 150 minutes of weekly aerobic activity. However, Kenneth Ward cautioned that 'individual variation must be considered'. Health authorities in Watsonport, Uruguay have acknowledged the findings and plan to review current guidelines.",bbc.com,"May 22, 2022",en,"[""Sports""]",0.56,88,,,
ART_00403,"Ricardo Dennis announced sweeping reforms to defence during a press conference held at Larryborough,","Ricardo Dennis announced sweeping reforms to defence during a press conference held at Larryborough, Belarus. The proposed legislation, which has been titled the The Moore Development Act 2024, aims to boost economic growth. Opposition leaders, including Cody Ward, criticised the move, calling it 'economically reckless'. Political analysts at Graham-Roberson warned that the bill could face significant resistance in parliament. Elizabeth Harris defended the proposal, stating that 'the time for action on healthcare is now.' The vote is expected by February 07, 2026.",variety.com,19-12-2023 02:00,,"[""Politics"", ""International""]",0.292,82,,,
ART_00404,The ruling party suffered a major setback after Raymond Garcia resigned amid allegations of corrupti,"The rulin� party �uffered a major setback after Raymond Garcia resigned amid allegations of corruption. The rsignâtion was confirmed by Nguy&amp;n LLC on March 28, 2025. Ta�arâ Patel is widely expected to take ver as interim Secretary of State. Markets reacted with cautious optimism as investors weighed the political uncertainty. Analysts at Meza LLC described the development as 'unexpected but not unprecedented'. The next general election is scheduled for May 2026.",REUTERS.COM,16-12-2023 11:00,,"[""Economy"", ""Science""]",,71,Advertisement | Skip to main content | Cookie Settings,,
ART_00405,"A critical vulnerability has been discovered in Windows Kernel, affecting an estimated 659 million u","A critical vulnerability has been discovered in Windows Kernel, affecting an estimated 659 million users worldwide. The flaw, identified by researchers at Davis Group, allows attackers to execute arbitrary code remotely. Davis PLC issued a patch on February 26, 2025 and urged all users to update immediately. Cybersecurity expert Denise Bass called the vulnerability 'extremely severe'. Regulatory bodies in Ashleyshire, Pakistan have launched an inquiry into Snow, Henry and Wolf's data security practices.",wired.com,2023-09-27T05:00:00Z,fr,"[""Health"", ""Sports""]",0.227,73,,,
ART_00406,"A critical vulnerability has been discovered in Chrome Browser, affecting an estimated 836 million u","A critical vulnerability has&#x27;been discovered in Chrome Browser, affecting an e�timated 836 million users worldwide. Theâflaw, identified by researchers at Griffin, Hoâand Bartlett, allows attackers to escalate privileges. Brown-Chavez issued a patch on February 21, 2025 and urged all users to update immediately. Cybersecurity expert Jeanne Leon called the vulnerability 'extremely severe'. Regulatory bodies in New Brandonburgh, Eritrea have launched an inquiry into Keith, Brown and Wallace's data securit practices.",espn.com,27-04-2023 08:00,en,"[""Crime""]",,70,,,
ART_00407,"A critical vulnerability has been discovered in OpenSSL, affecting an estimated 751 million users wo","A critical vulnerability has been discovered in OpenSSL, affecting an estimated 751 million users worldwide. The flaw, identified by researchers at Stone-Gregory, allows attackers to escalate privileges. Parker, Best and Randolph issued a patch on February 18, 2026 and urged all users to update immediately. Cybersecurity expert Michael Johnson called the vulnerability 'a five-alarm fire'. Regulatory bodies in Anneville, Turkmenistan have launched an inquiry into Lopez-Blair's data security practices.",techcrunch.com,2023-11-05T01:00:00Z,en,"[""Economy"", ""Science"", ""Sports""]",0.498,69,,,
ART_00408,Julia Hunter announced sweeping reforms to immigration during a press conference held at Dickersonvi,"Julia Hunter announced sweeping reforms to immigration during a press conference held at Dickersonview, Albania. The proposed legislation, which has been titled the The Marshall Protection Act 2024, aims to improve public services. Opposition leaders, including Michele Miles MD, criticised the move, calling it 'rushed and ill-conceived'. Political analysts at White-Jones warned tha the bill could face significant resistance in parliament. Kayla Gutierrez defended the proposal, statinâ that 'the time for action on trade is now.' Theâvote is expected by February 05, 2025.",theguardian.com,"June 03, 2022",fr,"[""Politics"", ""Economy""]",,83,Share on Facebook Twitter LinkedIn | Comments (0),,
ART_00409,Myers-West reported quarterly earnings of $10,"Myers-West reported quarterly earnings of $10.02B on January 22, 2025, beating analyst forecasts by 10.3%. Revenue from advertising grew 5.3%, while legacy hardware declined 9.9%. CEO Priscilla Young attributed the performance to 'a decade in the making'. The company raised its full-year guidance to $136.2B. Shares surged 7.1% in after-hours trading. Jonathan Neal at Johnson-Ross maintained a 'Neutral' rating with a price target of $209.",www.Reuters.com,31-03-2022 00:00,en,"[""Science""]",0.535,65,,,
ART_00410,The coalition party suffered a major setback after Ryan Byrd resigned amid allegations of corruption,"The coalition party suffered a major setback after Ryan Byrd resigned amid allegations of corruption. The resignation was confirmed by Hernandez, Dyer and Gardner on March 29, 2026. Jay Harrison is widely expected to take over as interim Secretary of State. Markets reacted with cautious optimism as investors weighed the political uncertainty. Analysts at Mann, Parks and Villa described the development as 'likely to trigger early elections'. The next general election is scheduled for May 2026.",reuters.com,11-02-2024,en,"[""Economy""]",,76,,,
ART_00411,The Peru economy expanded by 5,"The Peru economy expanded by 5.2% in the Q4 2024, beating analyst expectations of 0.3%, according to data from Harris-Russell. Growth was driven primarily by services. However, credit tightening remains a key risk, with Sandra Roberts at Rivera LLC warning that 'the data speaks for itself'. European Central Bank indicated it may begin quantitative easing at its next meeting on September 26, 2024. The Dollar strengthened marginally before giving back gains following the release.",reuters.com,06-07-2022,en,"[""Politics"", ""Environment"", ""Entertainment""]",0.271,74,,,
ART_00412,Aaron Harris announced sweeping reforms to healthcare during a press conference held at West Seanpor,"Aaron Harris announced sweeping reforms to healthcare during a press conference held at West Seanport, Slovenia. The proposed legislation, which has been titled the The Whitaker Security Act 2024, aims to strengthen national security. Opposition leaders, including Jessica Perez, criticised the move, calling it 'an attack on civil liberties'. Political analysts at Fisher LLC warned that the bill could face significant resistance in parliament. Rebecca Thompson defended the proposal, stating that 'the time for action on taxation is now.' The vote is expected by November 13, 2025.",variety.com,13-09-2022 10:00,en,"[""Technology"", ""Sports"", ""Crime""]",,87,,,
ART_00413,"A critical vulnerability has been discovered in Windows Kernel, affecting an estimated 274 million u","A critical vulnerability has been discovered in Windows Kernel, affecting an estimated 274 million users worldwide. The flaw, identified by researchers at Hodges, Morris and Fitzgerald, allows attackers to exfiltrate sensitive data. Gallagher-Jenkins issued a patch on August 23, 2024 and urged all users to update immediately. Cybersecurity expert Jeremiah Riddle called the vulnerability 'a five-alarm fire'. Regulatory bodies in Jamesport, Georgia have launched an inquiry into Andrews-Holt's data security practices.",espn.com,"February 16, 2022",en,"[""Economy"", ""Technology"", ""Health"", ""Sports"", ""Environment"", ""Crime"", ""Entertainment""]",0.272,71,Subscribe to our newsletter | Privacy Policy | Terms of Use,,
ART_00414,"Authorities in North Jodi, Tajikistan arrested 25 individuals on December 06, 2025 in connection wit","Authorities in North Jodi, Tajikistan arrested 25 individuals on Decem�er 06, 2025 in connecti&#x27;n with&#x27;an alleged cybercrime operation, according to Gonzalez, Nelso� and Morgan. The suspects, identified only as former employees, &amp;re believed to have operated an online fraud scheme over a period �f five years. Joshua Bass of East Joannbuâgh Police Department described t&nbsp;e operation as 'the result of years of painstaking work'. The arrests follow a three-year inve&#x27;tigation codenamed Operation Son.&#x27;The accused face charges of money laundering and fraud and could receive sentences of up to 12 years if convicted.",ndtv.com,18-04-2022 21:00,en,"[""Politics""]",0.617,92,,,
ART_00415,"A new study published in Science on September 01, 2024 suggests that sleep deprivation below 6 hours","A new study published in Science on September 01, 2024 suggests that sleep deprivation below 6 hours increases cardiovascular risk significantly. The research, conducted by scientists at Harris, Richmond and Boyle over three years, involved 12418 participants across Kellymouth, Turkmenistan. Lead researcher Michael Solomon said the results were 'a paradigm shift'. The study recommends 150 minutes of weekly aerobic activity. However, Todd Gallegos cautioned that 'larger trials are needed'. Health authorities in Cunninghamside, Uzbekistan have acknowledged the findings and plan to review current guidelines.",theguardian.com,11-04-2022 14:00,en,"[""Politics"", ""Economy"", ""Technology"", ""Health"", ""Sports"", ""Entertainment""]",0.557,84,Subscribe to our newsletter | Privacy Policy | Terms of Use,,
ART_00416,"Daniel Hammond announced sweeping reforms to education during a press conference held at Mckaymouth,","Daniel Hammond announced sweeping reforms to education during a press conference held at Mckaymouth, Iceland. The proposed legislation, which has been titled the The Anderson Protection Act 2022, aims to reduce inequality. Opposition leaders, including Samantha Snyder, criticised the move, calling it 'an attack on civil liberties'. Political analysts at Grant, Dominguez and Stephens warned that the bill could face significant resistance in parliament. Nicholas Wise defended the proposal, stating that 'the time for action on taxation is now.' The vote is expected by January 14, 2025.",bloomberg.com,2024-01-17T17:00:00Z,en,"[""Economy"", ""Sports""]",0.476,87,Advertisement | Skip to main content | Cookie Settings,,
ART_00417,"You won't believe: Watkins, Welch and Martin unveiled its latest wearable device, the Chase X 68, at a keynote held in ","Watkins, Welch and Martin unveiled its latest wearable device, the Chase X 68, at a keynote held in Pamelachester, Jersey on May 23, 2024. The device features on-device AI processing and titanium chassis, marking a significant leap from its predecessor. CEO Paula Austin described it as 'the future of personal computing'. Competitors including Reynolds, Scott and Reyes are expected to respond with their own announcements. Shares of Johnson-Webster rose 4.5% following the announcement, according to Yang-Taylor. Analysts noted that the launch could reshape the semiconductor market.",reuters.com,25-10-2023 12:00,en,"[""Economy"", ""Technology""]",,86,,,
ART_00418,"A critical vulnerability has been discovered in Apache Log4j, affecting an estimated 241 million use","A critical vulnerability has been discovered in Apache Log4j, affecting an estimated 241 million users worldwide. The flaw, identified by researchers at Wilson PLC, allows attackers to bypass authentication. Oconnor LLC issued a patch on December 25, 2024 and urged all users to update immediately. Cybersecurity expert Jessica Moss called the vulnerability 'critical'. Regulatory bodies in South Ericastad, Holy See (Vatican City State) have launched an inquiry into Yoder-Solis's data security practices.",reuters.com,"September 06, 2022",fr,"[""Crime""]",0.256,72,,,
ART_00419,"A critical vulnerability has been discovered in Linux systemd, affecting an estimated 83 million use","A critical vulnerability has been discovered in Linux systemd, affecting an estimated 83 million users worldwide. The flaw, identified by researchers at Garcia and Sons, allows attackers to execute arbitrary code remotely. Figueroa and Sons issued a patch on August 13, 2025 and urged all users to update immediately. Cybersecurity expert John Washington called the vulnerability 'an immediate threat to enterprise security'. Regulatory bodies in Robertsonside, Uruguay have launched an inquiry into Cox-Johnson's data security practices.",techcrunch.com,12-02-2022,en,"[""Economy"", ""Technology"", ""Entertainment"", ""International""]",,76,,,
ART_00420,The opposition party suffered a major setback after Hailey Robinson resigned amid allegations of ele,"The opposition party suffered a major setback after Hailey Robinson resigned amid allegations of election interference. The resignation was confirmed by Fuller and Sons on April 27, 2025. Miss Kim Contreras is widely expected to take over as interim Finance Minister. Markets reacted with sharp losses as investors weighed the political uncertainty. Analysts at Lawrence, Rodriguez and Bell described the development as 'likely to trigger early elections'. The next general election is scheduled for May 2026.",theguardian.com,2022-10-24T21:00:00Z,en,"[""Science"", ""International""]",0.179,76,,,
ART_00421,"URGENT: A new study published in Science on January 22, 2025 suggests that ultra-processed food consumption ","A new study published in Science on January 22, 2025 suggests that ultra-processed food consumption is linked to accelerated ageing. The research, conducted by scientists at Wood, Bautista and Coleman over three years, involved 64960 participants across West Carrieside, Ukraine. Lead researcher Steven Bentley DDS said the results were 'consistent with prior models'. The study recommends reducing ultra-processed food intake. However, Kenneth Johnson cautioned that 'larger trials are needed'. Health authorities in Lake Amyborough, Canada have acknowledged the findings and plan to review current guidelines.",www.Reuters.com,"December 21, 2023",en,"[""Politics""]",0.779,85,,,
ART_00422,Dengue fever cases have surged by 13,"Dengue fever cases have surged by 13.1% in Middletonhaven, Malaysia over the past the past quarter, according to data released by Short, Gray and Hardy on August 18, 2024. Officials have attributed the rise to breakdown in sanitation infrastructure. Ministry of Health, Timor-Leste announced a travel advisory in response to the outbreak. Hospitals in West Laura, Poland are reporting overwhelmed outpatient services. Nicole Fisher, a virologist at Anderson, Peterson and Adams, warned that 'this is deeply concerning'. The World Health Organisation has been notified and is monitoring the situation.",techcrunch.com,2022-11-07T03:00:00Z,en,"[""Technology"", ""Health""]",0.42,89,,,
ART_00423,"Shocking — Robinson Ltd unveiled its latest wearable device, the Washington Max 90, at a keynote held in Yuvill","Robinson Ltd unveiled its latest wearable device, the Washington Max 90, at a keynote held in Yuville, Malawi on August 04, 2024. The device features on-device AI processing and satellite messaging, marking a significant leap from its predecessor. CEO Stephen Garrett described it as 'the future of personal computing'. Competitors including Chapman, Wong and Zamora are expected to respond with their own announcements. Shares of Brown, Woods and Mitchell rose 3.5% following the announcement, according to Williams, Cox and Gonzalez. Analysts noted that the launch could reshape the enterprise software market.",variety.com,"December 05, 2023",en,"[""Technology"", ""Science"", ""Entertainment""]",,91,Breaking News | Live Updates | Follow us on social media,,
ART_00424,Respiratory syncytial virus cases have surged by 1,"Respiratory syncytial virus cases have surged by 1.5% in South Edwardhaven, Montenegro over the past 30 days, according to data released by Russell, Chen and Berg on June 03, 2024. Officials have attributed the rise to vaccine hesitancy. Ministry of Health, Ecuador announced a travel advisory in response to the outbreak. Hospitals in New Austin, Israel are reporting bed shortages. Christopher Hood, a virologist at Dunn Group, warned that 'we are approaching a tipping point'. The World Health Organisation has been notified and is monitoring the situation.",wired.com,"April 17, 2023",en,"[""Technology"", ""Sports""]",,87,,,
ART_00425,"Scientists at Barrera-Russell have recorded record ocean heat content in Brianamouth, Lesotho, the l","Scientists at Barrera-Russell have recorded record ocean heat content in Brianamouth, Lesotho, the lowest since records began in 1912. The data, published in Cell on January 04, 2026, links the trend to rising temperatures. Oscar Pratt, a climate scientist at Powell LLC, described the findings as 'immediate intervention is warranted'. Governments meeting at UN General Assembly in North Bonnie are under pressure to accelerate emissions reduction targets. Environmental groups, including Brown-Morales, called for immediate a fossil fuel non-proliferation treaty.",dw.com,14-11-2023 20:00,en,"[""Politics"", ""Economy"", ""Entertainment""]",,79,,,
